name,price
Raspberry Pi 3 Model B V1.2 2015 NEW!!! OPEN BOX (box and manual not included),107.00
Dell Inspiron 3880 Desktop i5-10400 12GB RAM 256GB SSD+1TB HDD DVD-RW WiFi,339.00
Dell OptiPlex 3060 SFF Intel Pentium Gold G5400 3.7GHz 8GB 256GB SSD  Win10Pro ,179.79
Dell Inspiron 3668 MT Core i7-7700 3.60GHz 16GB RAM 1TB HDD WIN 10 PRO GT 730 j,299.99
HP EliteDesk 800 G2 Intel Core i5-6500T 2.5GHz 8GB RAM 240GB SSD Win 10 Pro w/PA,158.99
Dell Optiplex 9020 SFF PC Computer Intel i5-4570 3.2GHz 4GB NO HDD NO OS/COA,75.95
Dell Desktop i7 Computer PC Intel Core Desktop 8GB RAM 1TB HDD Windows 10 Pro,114.99
,659.00
Dell OptiPlex 3050 Desktop i3-6100 3.7GHz 8GB 128GB WIFI Win 10 Pro,189.99
HP Z420 Workstation Xeon E5-2687W 3.10GHz 8-Core 16GB 2TB Quadro 4000 WIN 10 Pro,229.99
"Acepc T11 Fanless  Mini Desktop Computer 8GB RAM, 128GB",200.00
"Dell Desktop Computer QUAD CORE i5 WINDOWS 11 Pro 16GB 2TB 480GB SSD 22"" MONITOR",149.00
